service_id,date,exception_type
RINFRA-801-1_Weekday-90,20180911,2
RINFRA-801-1_Weekday-90,20180912,2
RINFRA-801-1_Weekday-90,20180914,2
RINFRA-801-1_Weekday-91,20180917,2
RINFRA-801-1_Weekday-91,20180918,2
RINFRA-801-1_Weekday-91,20180919,2
RINFRA-801-1_Weekday-91,20180920,2
RINFRA-803-2_Saturday-90,20180915,2
